대우,1786,3545,3821,NNP,*,F,대우,*,*,*,*,*
구글,1786,3546,2953,NNP,*,T,구글,*,*,*,*,*
프론트엔드,1786,3545,2953,NNP,*,F,프론트엔드,*,*,*,*,*
front-end,1786,3545,2953,NNP,*,F,front-end,*,*,*,*,*
합성,1786,3546,3245,NNP,*,T,합성,*,*,*,*,*
있는가,1786,3545,-5000,NNP,*,F,있는가,*,*,*,*,*
있느냐,1786,3545,-5000,NNP,*,F,있느냐,*,*,*,*,*
뭐하고,1786,3545,-5000,NNP,*,F,뭐하고,*,*,*,*,*
솜씨좋은장씨,1786,3545,-5000,NNP,*,F,솜씨좋은장씨,*,*,*,*,*
